trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.01, 'e': 0.02573251272635994}",25,7,34.039742960379584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025476469946681016}",20,11,15.878592650260211,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.01, 'e': 0.025222974835227212}",20,6,23.51234061356739,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.01, 'e': 0.024972002042276155}",20,7,16.18921129912471,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.024723526470339388}",20,9,21.13686945757781,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.02447752327165267}",30,12,18.004995818904636,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.024233967845691113}",20,0,15.643632357601577,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
374,False,"{'a': 0.01, 'e': 0.023992835836709175}",25,0,38.33923897035435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.01, 'e': 0.023754103131304997}",30,15,11.887958407848094,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023517745856009107}",20,13,12.738530368006412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.023283740374897}",25,14,18.934137339505696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.02305206328722557}",30,0,44.743816343421386,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.01, 'e': 0.02282269142509297}",20,3,20.599865890094016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.022595601851121864}",30,10,39.960358258072965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.02237077185616559}",30,0,45.85982376766762,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.01, 'e': 0.022148178957037315}",25,0,20.534125864110027,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
383,False,"{'a': 0.01, 'e': 0.02192780089426161}",25,0,33.15983364079691,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.01, 'e': 0.02170961562984857}",20,0,31.476470069007796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
385,False,"{'a': 0.01, 'e': 0.021493601345089923}",25,7,16.14467681434331,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.02127973643837717}",30,12,11.320669540844222,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.021067999523041434}",30,17,25.0794359356551,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.02085836942521472}",20,8,20.47647002169248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.020650825181712566}",20,9,18.577094360291937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.020445346037937653}",30,14,28.983053580640387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.02024191144580439}",20,0,30.308736580850724,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.020040501061684014}",20,16,5.626353620491854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019841094744370288}",20,8,21.48995531336781,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.019643672553065292}",20,4,24.146928378989024,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01944821474538539}",20,12,17.698057300602397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.01925470177538692}",20,2,27.032585916377375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.019063114291611637}",20,0,35.60548231855604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.01, 'e': 0.018873433135151486}",20,0,27.910375484419266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.01, 'e': 0.018685639337732773}",30,21,17.089091520289248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.018499714119819242}",20,12,-29.231905627140232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
401,False,"{'a': 0.01, 'e': 0.01831563888873418}",30,19,19.991854001335682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.018133395236801075}",20,0,30.092530831633095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
403,False,"{'a': 0.01, 'e': 0.01795296493950285}",20,14,10.139972035521406,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.01777432995365944}",20,3,27.7899336642725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.017597472415623393}",25,19,12.45966360566165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.017422374639493515}",25,0,37.725711140318715,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.01, 'e': 0.017249019115346265}",30,15,24.881177753579657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.017077388507484793}",20,0,28.029834619398102,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.01, 'e': 0.01690746565270528}",25,14,18.912068011121306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.016739233558580632}",20,13,10.407494061635784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.01, 'e': 0.016572675401761255}",30,24,10.537728805636716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.016407774526292645}",20,0,18.078622034830435,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
413,False,"{'a': 0.01, 'e': 0.01624451444194987}",35,12,37.11199869806974,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.016082878822588433}",20,10,19.081790176155586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015922851504511698}",20,9,16.64687271571173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.015764416484854486}",20,0,24.994867497828853,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.01, 'e': 0.01560755791998283}",20,0,30.528248947258312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.01, 'e': 0.015452260123909515}",20,2,26.446716894820717,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.015298507566725518}",30,14,28.009629763312304,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.01, 'e': 0.01514628487304698}",25,15,18.463148893579923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014995576820477703}",35,11,33.249062026785865,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.014846368338086832}",30,8,42.6851934044605,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014698644504901784}",30,12,30.562977070756396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.014552390548416123}",30,1,43.30824436566689,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.01440759184311235}",25,3,34.5186611518587,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014264233908999256}",30,18,22.95027921756757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.014122302410163962}",20,9,19.923359549443333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013981783153338296}",20,8,22.151225060675763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.01, 'e': 0.013842662086479501}",25,14,14.386884463071896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013704925297364945}",25,9,30.73091505676824,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013568559012200934}",35,27,13.121047127213783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013433549594245302}",20,0,30.6401003904737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'a': 0.01, 'e': 0.013299883542443767}",25,0,39.24504402459184,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
434,False,"{'a': 0.01, 'e': 0.013167547490079751}",30,14,23.90713410731044,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.013036528203437736}",20,0,29.404978082634806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.012906812580479862}",25,0,40.52382009322248,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.01, 'e': 0.01277838764953576}",20,14,10.738146916031035,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.012651240568005305}",20,5,27.80469398997712,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.012525358621074385}",25,8,22.71703867083493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.012400729220443406}",20,0,29.35301089734401,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.01, 'e': 0.012277339903068436}",25,0,38.10542433863417,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
442,False,"{'a': 0.01, 'e': 0.012155178329914935}",20,2,29.611697159026384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.012034232284723775}",20,7,23.633762163448395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011914489672789647}",20,0,30.450967712477233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.01, 'e': 0.011795938519751562}",25,8,32.58259399855339,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.011678566970395442}",25,0,36.363279110271286,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.01, 'e': 0.011562363287468536}",30,0,49.62591932228307,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
448,False,"{'a': 0.01, 'e': 0.01144731585050571}",20,0,26.17273164808599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.01, 'e': 0.011333413154667387}",20,6,20.337309104863603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.011220643809589084}",30,12,31.122842094560262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.011108996538242306}",20,8,18.70002178649817,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.010998460175806881}",20,4,27.77044885321803,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.01088902366855444}",20,0,25.347799163783932,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.01, 'e': 0.010780676072743084}",20,5,25.931599975441557,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010673406553522925}",25,7,30.492789424572116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010567204383852655}",25,15,19.14228536879495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.010462058943426795}",25,6,31.866275123649082,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.010357959717613696}",30,8,39.64622284065294,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010254896296404022}",25,2,38.335649168608484,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010152858373369763}",20,0,28.540254734430153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
461,False,"{'a': 0.01, 'e': 0.010051835744633576}",20,11,17.18693320205764,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.00995181830784842}",25,14,17.575683309808767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.009852796061187257}",25,5,31.817759707225186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.009754759102342903}",25,0,37.064432896981245,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
465,False,"{'a': 0.01, 'e': 0.009657697627537777}",20,2,29.968508548416622,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.009561601930543505}",30,7,38.89857249229458,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.009466462401710323}",20,8,18.78794965788221,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.01, 'e': 0.009372269527006058}",25,0,37.511550378388314,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.01, 'e': 0.009279013887064744}",35,13,39.16242553508605,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.009186686156244664}",25,18,13.407611971847256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.009095277101695816}",25,8,26.736290577723974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.00900477758243656}",20,14,11.974138290586723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.01, 'e': 0.008915178548439553}",25,11,27.540668900698368,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.01, 'e': 0.008826471039726723}",30,14,28.987193164783637,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.00873864618547329}",20,10,19.275102840383415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.008651695203120634}",35,0,49.54063168572537,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
477,False,"{'a': 0.01, 'e': 0.00856560939749806}",20,12,16.360870403260748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.01, 'e': 0.00848038015995326}",25,0,40.099184072392866,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.01, 'e': 0.00839599896749147}",30,13,28.94040172171412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.008312457381923119}",20,12,13.478416611475064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.00822974704902003}",25,5,31.69758966852453,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.01, 'e': 0.008147859697679982}",20,4,28.97830734544662,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.008066787139099614}",25,13,22.466414354661698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.007986521265955502}",20,2,24.431428623262164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.01, 'e': 0.007907054051593441}",20,6,29.800698340507005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.01, 'e': 0.007828377549225767}",20,14,10.793194903383178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.007750483891136692}",30,18,22.664121096968625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.007673365287895489}",25,9,33.12018313491408,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.007597014027577567}",30,12,32.68515044731417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.00752142247499327}",25,16,14.934040204465445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.007446583070924338}",30,16,24.311467229751905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.01, 'e': 0.007372488331368012}",25,18,13.422495790449313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.007299130846788583}",20,8,19.493952386419174,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.01, 'e': 0.0072265032813764625}",20,6,21.903545791632254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.01, 'e': 0.007154598372314579}",20,13,11.626380389771343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.0070834089290521185}",35,20,26.464937234290577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.007012927832585425}",25,13,20.857239392576574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.0069431480347461145}",20,8,22.338605346775573,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.01, 'e': 0.006874062557496248}",30,20,16.245231390835567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.006805664492230543}",20,0,29.66730613425122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
501,False,"{'a': 0.01, 'e': 0.006737946999085467}",20,6,20.45165313238699,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.006670903306255274}",25,18,13.518421853291175,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.006604526709314805}",20,0,27.915239521714767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
504,False,"{'a': 0.01, 'e': 0.006538810570549064}",25,0,33.71425908697396,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.01, 'e': 0.006473748318289405}",20,0,30.271798716301383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.01, 'e': 0.006409333446256383}",20,0,28.890611689740428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
507,False,"{'a': 0.01, 'e': 0.00634555951290911}",30,8,34.652895105799026,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.01, 'e': 0.006282420140801118}",20,3,24.659189377091277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.006219909015942573}",30,20,15.097312363258881,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.01, 'e': 0.006158019887168897}",35,11,37.46449658260286,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.006096746565515633}",20,1,32.725447696563776,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.01, 'e': 0.006036082923599565}",25,11,24.399635638509892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.01, 'e': 0.005976022895005943}",25,5,31.034128621606612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.005916560473681857}",20,0,29.892559132413226,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.01, 'e': 0.0058576897133356225}",25,13,21.75991365076391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.005799404726842141}",25,5,34.74205133475933,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.01, 'e': 0.005741699685654202}",30,19,18.876540581975075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.005684568819219595}",30,17,23.11838383076045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.005628006414404065}",30,12,30.505127842422873,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.005572006814919993}",25,0,38.13009133892294,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
521,False,"{'a': 0.01, 'e': 0.0055165644207607716}",25,17,12.436370924984471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.005461673687640779}",20,3,28.41955216439346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.00540732912644096}",25,8,31.57228098298434,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.005353525302659903}",30,20,21.309043854812508,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.01, 'e': 0.005300256835870402}",25,13,21.094760035692552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.005247518399181385}",25,12,18.872130250250272,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.01, 'e': 0.005195304718705231}",30,11,12.235461191353714,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.005143610573030379}",25,0,30.710643834238812,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.01, 'e': 0.00509243079269919}",25,16,15.424210242996281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.01, 'e': 0.005041760259690979}",20,9,20.53510915831844,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.004991593906910217}",20,14,13.401405014548398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.01, 'e': 0.004941926717679818}",20,0,28.646631851595423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
533,False,"{'a': 0.01, 'e': 0.004892753725239476}",25,8,31.62519234555216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.01, 'e': 0.004844070012248967}",25,0,36.62641146421507,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
535,False,"{'a': 0.01, 'e': 0.004795870710296421}",25,0,36.04489843216206,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.01, 'e': 0.004748150999411473}",20,0,27.601538149086426,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
537,False,"{'a': 0.01, 'e': 0.004700906107583276}",20,5,25.823501292207165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.004654131310283272}",20,4,30.08379582991723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.004607821929992752}",25,17,14.98815378627762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.01, 'e': 0.004561973335735096}",25,12,22.194059461949607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.004516580942612666}",20,14,10.466116630334698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.004471640211348332}",20,1,30.70137514911098,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.01, 'e': 0.004427146647831511}",25,8,24.52059625263138,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.01, 'e': 0.004383095802668776}",20,5,22.66206132916808,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.01, 'e': 0.004339483270738895}",20,3,25.07499686567579,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.01, 'e': 0.00429630469075234}",30,10,37.66894430087157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.004253555744815125}",20,8,22.256679530998642,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.004211232157997035}",25,2,33.55164190506834,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.0041693296979041115}",25,6,26.372885386615263,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.004127844174255436}",25,7,32.64483131605093,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.01, 'e': 0.004086771438464067}",25,16,14.646455511623772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.01, 'e': 0.004046107383222199}",20,13,10.513020703320388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
